Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
690, NCAA Football 2005, XB, 2004, Sports, Electronic Arts, 0.63, 0.0, 0.02, 0.03, 0.68
691, Mortal Kombat Mythologies: Sub-Zero, PS, 1997, Fighting, GT Interactive, 0.38, 0.0, 0.26, 0.04, 0.6799999999999999
692, Rayman Legends, WiiU, 2013, Platform, Ubisoft, 0.26, 0.03, 0.33, 0.06, 0.68
693, Naruto: Clash of Ninja, GC, 2003, Fighting, Tomy Corporation, 0.53, 0.0, 0.14, 0.02, 0.6900000000000001
694, Prince of Persia: The Two Thrones, PS2, 2005, Action, Ubisoft, 0.57, 0.0, 0.02, 0.09, 0.6799999999999999
695, Hot Shots Golf: Open Tee 2, PSP, 2007, Sports, Sony Computer Entertainment, 0.21, 0.28, 0.11, 0.08, 0.68
696, Metro: Last Light, PS4, 2014, Action, Deep Silver, 0.22, 0.04, 0.3, 0.12, 0.6799999999999999
697, Fossil Fighters: Champions, DS, 2010, Role-Playing, Nintendo, 0.32, 0.34, 0.0, 0.02, 0.68
698, Mercenaries: Playground of Destruction, XB, 2005, Action, LucasArts, 0.54, 0.0, 0.11, 0.03, 0.68
699, Sniper Elite 3, PS4, 2014, Shooter, 505 Games, 0.22, 0.0, 0.33, 0.13, 0.68
700, Doom (2016), XOne, 2016, Shooter, Bethesda Softworks, 0.39, 0.0, 0.23, 0.06, 0.68
701, Bushido Blade 2, PS, 1998, Fighting, SquareSoft, 0.25, 0.22, 0.17, 0.04, 0.68
702, Suikoden II, PS, 1998, Role-Playing, Konami Digital Entertainment, 0.15, 0.38, 0.1, 0.04, 0.67
703, Need for Speed (2015), XOne, 2015, Racing, Electronic Arts, 0.3, 0.0, 0.33, 0.06, 0.69
704, Cars: Mater-National Championship, DS, 2007, Racing, THQ, 0.63, 0.0, 0.01, 0.05, 0.6900000000000001
705, FIFA Soccer 06, XB, 2005, Sports, Electronic Arts, 0.29, 0.0, 0.38, 0.01, 0.6799999999999999
706, Hidden Objects: Mystery Stories, DS, 2009, Adventure, GSP, 0.19, 0.0, 0.43, 0.05, 0.6699999999999999
707, Red Steel, Wii, 2006, Shooter, Ubisoft, 0.55, 0.04, 0.04, 0.05, 0.68
708, Fight Night 2004, XB, 2004, Fighting, Electronic Arts, 0.51, 0.0, 0.15, 0.02, 0.6799999999999999
709, Tourist Trophy: The Real Riding Simulator, PS2, 2006, Racing, Sony Computer Entertainment, 0.28, 0.11, 0.22, 0.07, 0.68
710, Mass Effect, PC, 2008, Role-Playing, Electronic Arts, 0.0, 0.0, 0.59, 0.09, 0.6799999999999999
711, .hack//Mutation Part 2, PS2, 2002, Role-Playing, Atari, 0.23, 0.2, 0.18, 0.06, 0.67
712, Country Dance, Wii, 2011, Misc, Funbox Media, 0.59, 0.0, 0.04, 0.04, 0.6699999999999999
713, Turok, PS3, 2008, Action, Touchstone, 0.35, 0.01, 0.22, 0.1, 0.6799999999999999
714, Midway Arcade Treasures 2, PS2, 2004, Misc, Midway Games, 0.33, 0.0, 0.26, 0.09, 0.6799999999999999
715, 100 Classic Books, DS, 2008, Misc, Nintendo, 0.13, 0.0, 0.52, 0.02, 0.67
716, Unreal Tournament III, PS3, 2007, Shooter, Midway Games, 0.33, 0.0, 0.24, 0.11, 0.6799999999999999
717, Final Fantasy Crystal Chronicles: Ring of Fates, DS, 2007, Role-Playing, Square Enix, 0.22, 0.42, 0.01, 0.02, 0.6699999999999999
718, Return to Castle Wolfenstein: Tides of War, XB, 2003, Shooter, Activision, 0.49, 0.0, 0.16, 0.02, 0.6699999999999999
719, Need for Speed Rivals, XOne, 2013, Racing, Electronic Arts, 0.45, 0.0, 0.17, 0.05, 0.67
720, Lollipop Chainsaw, PS3, 2012, Action, Warner Bros. Interactive Entertainment, 0.26, 0.11, 0.21, 0.09, 0.6699999999999999
721, The Darkness, PS3, 2007, Shooter, Take-Two Interactive, 0.2, 0.0, 0.34, 0.13, 0.67
722, Street Sk8er, PS, 1998, Sports, Electronic Arts, 0.37, 0.0, 0.25, 0.04, 0.6599999999999999
723, Club Penguin: Elite Penguin Force - Herbert's Revenge, DS, 2010, Adventure, Disney Interactive Studios, 0.4, 0.0, 0.22, 0.06, 0.68
724, Contra: Legacy of War, PS, 1996, Shooter, Konami Digital Entertainment, 0.37, 0.0, 0.25, 0.04, 0.6599999999999999
725, Blazing Angels: Squadrons of WWII, PS3, 2006, Simulation, Ubisoft, 0.35, 0.0, 0.22, 0.1, 0.6699999999999999
726, Fight Night Round 2004, XB, 2004, Fighting, Electronic Arts, 0.46, 0.0, 0.18, 0.03, 0.67
727, Wolfenstein: The New Order, XOne, 2014, Shooter, Bethesda Softworks, 0.33, 0.0, 0.28, 0.06, 0.67
728, The Biggest Loser: Challenge, Wii, 2010, Sports, THQ, 0.49, 0.0, 0.13, 0.05, 0.6699999999999999
729, Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS, DS, 2006, Misc, Rocket Company, 0.0, 0.67, 0.0, 0.0, 0.67
730, Spice World, PS, 1998, Action, Sony Computer Entertainment, 0.37, 0.0, 0.25, 0.04, 0.6599999999999999
731, Star Wars: Republic Commando, XB, 2005, Shooter, Activision, 0.48, 0.0, 0.17, 0.02, 0.6699999999999999
732, Armored Core 3, PS2, 2002, Simulation, Metro 3D, 0.22, 0.23, 0.17, 0.06, 0.68
733, Need For Speed: Undercover, Wii, 2008, Racing, Electronic Arts, 0.27, 0.0, 0.32, 0.07, 0.66
734, Taiko no Tatsujin Wii, Wii, 2008, Misc, Namco Bandai Games, 0.0, 0.67, 0.0, 0.0, 0.67
735, The Witcher 3: Wild Hunt, PC, 2015, Role-Playing, Namco Bandai Games, 0.2, 0.0, 0.42, 0.05, 0.6699999999999999
736, Virtua Tennis: World Tour (US & Others sales), PSP, 2005, Sports, Sega, 0.16, 0.0, 0.36, 0.14, 0.66
737, The LEGO Movie Videogame, PS4, 2014, Action, Warner Bros. Interactive Entertainment, 0.24, 0.01, 0.31, 0.11, 0.6699999999999999
738, Ratatouille, PSP, 2007, Action, THQ, 0.22, 0.0, 0.28, 0.16, 0.66
739, RIFT, PC, 2011, Role-Playing, Unknown, 0.44, 0.0, 0.16, 0.07, 0.67
740, Wild ARMs 2, PS, 1999, Role-Playing, Sony Computer Entertainment, 0.19, 0.31, 0.13, 0.04, 0.6699999999999999
741, Summer Sports: Paradise Island (Others sales), Wii, 2008, Sports, Ubisoft, 0.0, 0.0, 0.66, 0.01, 0.67
742, Castlevania: Lords of Shadow, X360, 2010, Action, Konami Digital Entertainment, 0.42, 0.01, 0.18, 0.05, 0.6599999999999999
743, BioShock Infinite, PC, 2013, Shooter, Take-Two Interactive, 0.28, 0.0, 0.3, 0.08, 0.66
744, Minecraft: Story Mode, PS4, 2015, Adventure, Mojang, 0.23, 0.0, 0.33, 0.11, 0.67
745, TV Show King Party, Wii, 2008, Puzzle, Ubisoft, 0.18, 0.0, 0.41, 0.08, 0.6699999999999999
746, Crafting Mama, DS, 2010, Simulation, 505 Games, 0.4, 0.01, 0.21, 0.05, 0.67
747, 007: Quantum of Solace, Wii, 2008, Action, Activision, 0.3, 0.01, 0.29, 0.07, 0.6699999999999999
748, Rock Band 3, Wii, 2010, Misc, MTV Games, 0.56, 0.0, 0.06, 0.05, 0.67
749, Command & Conquer: Red Alert 3, PC, 2008, Strategy, Electronic Arts, 0.01, 0.0, 0.64, 0.02, 0.67
750, The Fairly Odd Parents: Breakin Da Rules, PS2, 2003, Platform, THQ, 0.33, 0.0, 0.25, 0.09, 0.6699999999999999
751, WWE SmackDown vs. RAW 2007, PSP, 2006, Fighting, THQ, 0.33, 0.0, 0.2, 0.14, 0.67
752, Peppa Pig: Fun and Games, DS, 2010, Misc, Ubisoft, 0.0, 0.0, 0.58, 0.09, 0.6699999999999999
753, Adventures of Tron, 2600, 1981, Action, Mattel Interactive, 0.63, 0.0, 0.03, 0.01, 0.67
754, Phoenix Wright: Ace Attorney - Trials and Tribulations, DS, 2007, Adventure, Capcom, 0.33, 0.25, 0.05, 0.04, 0.6699999999999999
755, NHL 13, X360, 2012, Sports, Electronic Arts, 0.51, 0.0, 0.11, 0.05, 0.67
756, Borderlands: The Pre-Sequel, PS3, 2014, Shooter, Take-Two Interactive, 0.25, 0.05, 0.26, 0.11, 0.6699999999999999
757, The Sims 3: High-End Loft Stuff, PC, 2010, Simulation, Electronic Arts, 0.01, 0.0, 0.53, 0.12, 0.66
758, "The Chronicles of Narnia: The Lion,  The Witch and The Wardrobe", GBA, 0, Action, Disney Interactive Studios, 0.48, 0.0, 0.18, 0.01, 0.6699999999999999
759, Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou, DS, 2006, Misc, IE Institute, 0.0, 0.66, 0.0, 0.0, 0.66
760, Pro Pinball: Big Race USA, PS, 1999, Simulation, Take-Two Interactive, 0.37, 0.0, 0.25, 0.04, 0.6599999999999999
761, NFL Street, XB, 2004, Sports, Electronic Arts, 0.49, 0.0, 0.15, 0.02, 0.6599999999999999
762, Shaun White Snowboarding, PS3, 2008, Sports, Ubisoft, 0.31, 0.01, 0.24, 0.1, 0.6599999999999999
763, The LEGO Movie Videogame, WiiU, 2014, Action, Warner Bros. Interactive Entertainment, 0.35, 0.03, 0.23, 0.06, 0.67
764, Tony Hawk's Proving Ground, PS2, 2007, Sports, Activision, 0.55, 0.0, 0.02, 0.09, 0.66
765, MLB 2004, PS2, 2003, Sports, Sony Computer Entertainment, 0.32, 0.0, 0.25, 0.08, 0.65
766, Naruto Shippuden: Ultimate Ninja 4, PS2, 2007, Fighting, Atari, 0.26, 0.13, 0.01, 0.26, 0.66
767, Tiger Woods PGA Tour 2000, PS, 1998, Sports, Electronic Arts, 0.37, 0.0, 0.25, 0.04, 0.6599999999999999
768, Darkstone, PS, 2001, Role-Playing, Electronic Arts, 0.37, 0.0, 0.25, 0.04, 0.6599999999999999
769, NCAA March Madness 2003, PS2, 2002, Sports, Electronic Arts, 0.32, 0.0, 0.25, 0.08, 0.65
770, Finding Nemo, XB, 2003, Action, THQ, 0.48, 0.0, 0.16, 0.02, 0.6599999999999999
771, Thrillville, PS2, 2006, Strategy, Atari, 0.55, 0.0, 0.02, 0.09, 0.66
772, NHL 10, X360, 2009, Sports, Electronic Arts, 0.51, 0.0, 0.1, 0.06, 0.67
773, Jikkyou World Soccer 2000 Final Edition, PS2, 2000, Sports, Konami Digital Entertainment, 0.0, 0.66, 0.0, 0.0, 0.66
774, Madagascar, GC, 2005, Platform, Activision, 0.52, 0.0, 0.13, 0.02, 0.67
775, Puzzler Brain Games, Wii, 2012, Puzzle, Namco Bandai Games, 0.0, 0.66, 0.0, 0.0, 0.66
776, Dragon Quest Monsters: Caravan Heart, GBA, 2003, Role-Playing, Enix Corporation, 0.0, 0.64, 0.0, 0.02, 0.66
777, Strawberry Shortcake: Summertime Adventure, GBA, 2004, Adventure, Majesco Entertainment, 0.47, 0.0, 0.18, 0.01, 0.6599999999999999
778, Rayman Legends, PS3, 2013, Platform, Ubisoft, 0.14, 0.0, 0.38, 0.14, 0.66
779, Rocksmith 2014, PC, 2013, Misc, Ubisoft, 0.35, 0.0, 0.24, 0.07, 0.6599999999999999
780, Street Fighter Anniversary Collection, PS2, 2004, Fighting, Capcom, 0.32, 0.0, 0.25, 0.08, 0.65
781, Legend of Legaia, PS, 1998, Role-Playing, Sony Computer Entertainment, 0.37, 0.0, 0.25, 0.04, 0.6599999999999999
782, Napoleon: Total War, PC, 2010, Strategy, Sega, 0.02, 0.0, 0.52, 0.12, 0.66
783, Fist of the North Star: Ken's Rage, PS3, 2010, Action, Ubisoft Annecy, 0.06, 0.55, 0.03, 0.02, 0.6600000000000001
784, Wario: Master of Disguise, DS, 2007, Platform, Nintendo, 0.28, 0.33, 0.02, 0.03, 0.66
785, Toy Story 3: The Video Game, PSP, 2010, Action, Disney Interactive Studios, 0.27, 0.0, 0.25, 0.14, 0.66
786, The Sims: Bustin' Out, GC, 2003, Simulation, Electronic Arts, 0.43, 0.0, 0.2, 0.03, 0.66
787, Tiger Woods PGA Tour 09, PS3, 2008, Sports, Electronic Arts, 0.34, 0.0, 0.22, 0.1, 0.66
788, Keystone Kapers, 2600, 1982, Action, Activision, 0.62, 0.0, 0.04, 0.01, 0.67
789, LEGO Marvel Super Heroes, PSV, 2013, Action, Warner Bros. Interactive Entertainment, 0.15, 0.0, 0.35, 0.16, 0.66
790, New Play Control! Pikmin, Wii, 2008, Strategy, Nintendo, 0.29, 0.19, 0.14, 0.04, 0.6599999999999999
791, Shrek: Hassle at the Castle, GBA, 2002, Action, TDK Mediactive, 0.47, 0.0, 0.17, 0.01, 0.65
792, Suikoden IV, PS2, 2004, Role-Playing, Konami Digital Entertainment, 0.17, 0.3, 0.13, 0.05, 0.65
793, Gods Eater Burst, PSP, 2010, Action, Namco Bandai Games, 0.03, 0.62, 0.0, 0.0, 0.65
794, Disney's Kim Possible 2: Drakken's Demise, GBA, 2004, Platform, Disney Interactive Studios, 0.47, 0.0, 0.17, 0.01, 0.65
795, Um Jammer Lammy, PS, 1998, Misc, Sony Computer Entertainment, 0.12, 0.41, 0.08, 0.04, 0.65
796, Brothers In Arms: Road to Hill 30, XB, 2005, Shooter, Ubisoft, 0.49, 0.0, 0.14, 0.02, 0.65
797, Madden NFL 10, PSP, 2009, Sports, Electronic Arts, 0.5, 0.0, 0.08, 0.08, 0.66
798, Transformers: The Game, PSP, 2007, Action, Activision, 0.23, 0.0, 0.27, 0.16, 0.66
799, Taiko no Tatsujin DS: Touch de Dokodon!, DS, 2007, Misc, Namco Bandai Games, 0.0, 0.66, 0.0, 0.0, 0.66
800, F1 2015, PS4, 2015, Racing, Codemasters, 0.09, 0.03, 0.44, 0.09, 0.65
801, Scene It? Box Office Smash, X360, 2008, Misc, Microsoft Game Studios, 0.33, 0.0, 0.25, 0.07, 0.65
802, Animaniacs Ten Pin Alley, PS, 1998, Sports, ASC Games, 0.36, 0.0, 0.25, 0.04, 0.6499999999999999
803, Disney Infinity 2.0: Marvel Super Heroes, WiiU, 2014, Action, Disney Interactive Studios, 0.38, 0.0, 0.22, 0.06, 0.66
804, NHL 13, PS3, 2012, Sports, Electronic Arts, 0.33, 0.0, 0.22, 0.1, 0.65
805, Kung Fu Panda, PS2, 2008, Action, Activision, 0.24, 0.0, 0.0, 0.41, 0.6499999999999999
806, Tom Clancy's EndWar, PS3, 2008, Strategy, Ubisoft, 0.32, 0.01, 0.22, 0.1, 0.65
807, The Evil Within, XOne, 2014, Action, Bethesda Softworks, 0.35, 0.0, 0.25, 0.05, 0.6499999999999999
808, Tiger Woods PGA Tour 09, X360, 2008, Sports, Electronic Arts, 0.35, 0.0, 0.23, 0.07, 0.65
809, Radiata Stories, PS2, 2005, Role-Playing, Square Enix, 0.18, 0.29, 0.14, 0.05, 0.6599999999999999
810, F-Zero GX, GC, 2003, Racing, Nintendo, 0.41, 0.12, 0.11, 0.02, 0.6599999999999999
811, Disney's Chicken Little, PS2, 2005, Platform, Disney Interactive Studios, 0.32, 0.0, 0.25, 0.08, 0.65
812, Wall-E, PSP, 2008, Platform, THQ, 0.29, 0.0, 0.22, 0.14, 0.6499999999999999
813, Yoshi Topsy-Turvy, GBA, 2004, Platform, Nintendo, 0.25, 0.3, 0.09, 0.01, 0.6499999999999999
814, Up, DS, 2009, Action, THQ, 0.31, 0.0, 0.28, 0.07, 0.66
815, Monster Jam: Maximum Destruction, PS2, 2002, Racing, Ubisoft, 0.32, 0.0, 0.25, 0.08, 0.65
816, Real Heroes: Firefighter, Wii, 2009, Action, Rondomedia, 0.56, 0.0, 0.04, 0.05, 0.65
817, Cartoon Network Block Party / Cartoon Network Speedway Double Pack, GBA, 2005, Misc, THQ, 0.47, 0.0, 0.17, 0.01, 0.65
818, World of Dragon Warrior - Torneko: The Last Hope, PS, 1999, Role-Playing, Enix Corporation, 0.02, 0.58, 0.01, 0.04, 0.65
819, Drawn to Life: The Next Chapter, DS, 2009, Puzzle, THQ, 0.45, 0.0, 0.14, 0.06, 0.65
820, MLB 14: The Show, PS4, 2014, Sports, Sony Computer Entertainment America, 0.58, 0.0, 0.0, 0.07, 0.6499999999999999
821, Tiger Woods PGA Tour 10, X360, 2009, Sports, Electronic Arts, 0.39, 0.0, 0.2, 0.06, 0.65
822, Advance Wars 2: Black Hole Rising, GBA, 2003, Strategy, Nintendo, 0.47, 0.0, 0.17, 0.01, 0.65
823, Fire Emblem: Shadow Dragon, DS, 2008, Role-Playing, Nintendo, 0.31, 0.27, 0.03, 0.03, 0.64
824, Centipede, PS, 1998, Shooter, Atari, 0.36, 0.0, 0.25, 0.04, 0.6499999999999999
825, Drakengard, PS2, 2003, Role-Playing, Square Enix, 0.19, 0.26, 0.15, 0.05, 0.65
826, SingStar Pop Hits, PS2, 2007, Misc, Sony Computer Entertainment, 0.0, 0.0, 0.5, 0.15, 0.65
827, Kung-Fu Master, 2600, 1987, Action, Activision, 0.6, 0.0, 0.04, 0.01, 0.65
828, Champions: Return to Arms, PS2, 2005, Role-Playing, Sony Online Entertainment, 0.32, 0.0, 0.25, 0.08, 0.65
829, Harry Potter and the Goblet of Fire, PS2, 2005, Action, Electronic Arts, 0.54, 0.0, 0.02, 0.09, 0.65
830, SingStar R&B, PS2, 2007, Misc, Sony Computer Entertainment, 0.0, 0.0, 0.05, 0.6, 0.65
831, Mary-Kate and Ashley: Magical Mystery Mall, PS, 2000, Adventure, Acclaim Entertainment, 0.36, 0.0, 0.24, 0.04, 0.6399999999999999
832, MX vs. ATV Untamed, PSP, 2007, Racing, THQ, 0.35, 0.0, 0.18, 0.12, 0.6499999999999999
833, Disney Sing It: Party Hits, Wii, 2010, Misc, Disney Interactive Studios, 0.5, 0.0, 0.11, 0.05, 0.66
834, Dead or Alive 5, PS3, 2012, Fighting, Tecmo Koei, 0.23, 0.2, 0.15, 0.07, 0.65
835, Star Ocean: First Departure, PSP, 2007, Role-Playing, Square Enix, 0.2, 0.22, 0.14, 0.09, 0.65
836, Super Robot Taisen Impact, PS2, 2002, Strategy, Banpresto, 0.0, 0.65, 0.0, 0.0, 0.65
837, Dragon Age: Inquisition, PS3, 2014, Role-Playing, Electronic Arts, 0.26, 0.05, 0.23, 0.1, 0.64
838, The Black Eyed Peas Experience, Wii, 2011, Misc, Ubisoft, 0.39, 0.0, 0.2, 0.06, 0.65
839, Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken, DS, 2008, Misc, Namco Bandai Games, 0.0, 0.65, 0.0, 0.0, 0.65
840, Sengoku Basara: Samurai Heroes, PS3, 2010, Action, Capcom, 0.17, 0.4, 0.04, 0.03, 0.64
841, Crysis 3, PC, 2013, Shooter, Electronic Arts, 0.17, 0.0, 0.39, 0.09, 0.65
842, Paws & Claws: Pet Vet, DS, 2007, Simulation, THQ, 0.6, 0.0, 0.0, 0.05, 0.65
843, Harry Potter and the Half-Blood Prince, PS2, 2009, Action, Electronic Arts, 0.13, 0.0, 0.07, 0.44, 0.64
844, Crash Bandicoot Purple: Ripto's Rampage, GBA, 2004, Platform, Vivendi Games, 0.46, 0.0, 0.17, 0.01, 0.64
845, Diablo III, XOne, 2014, Role-Playing, Activision, 0.35, 0.0, 0.24, 0.05, 0.6399999999999999
846, Spyro: A Hero's Tail, PS2, 2004, Platform, Vivendi Games, 0.32, 0.0, 0.25, 0.08, 0.65
847, Crash of the Titans, PSP, 2007, Action, Vivendi Games, 0.25, 0.0, 0.25, 0.15, 0.65
848, Aliens: Colonial Marines, PS3, 2013, Shooter, Sega, 0.2, 0.0, 0.31, 0.13, 0.64
849, Crash: Twinsanity, PS2, 2004, Platform, Vivendi Games, 0.32, 0.0, 0.25, 0.08, 0.65
850, Test Drive Unlimited 2, PS3, 0, Racing, Atari, 0.16, 0.01, 0.35, 0.12, 0.64
851, Max Payne 2: The Fall of Max Payne, XB, 2003, Shooter, Take-Two Interactive, 0.47, 0.0, 0.15, 0.02, 0.6399999999999999
852, Dragon Ball: Raging Blast 2, X360, 2010, Fighting, Namco Bandai Games, 0.49, 0.01, 0.09, 0.05, 0.64
853, GoldenEye: Rogue Agent, PS2, 2004, Shooter, Electronic Arts, 0.54, 0.0, 0.02, 0.09, 0.65
854, NBA 2K17, XOne, 2016, Sports, Take-Two Interactive, 0.54, 0.0, 0.04, 0.07, 0.65
855, Lost Planet: Extreme Condition, PS3, 2008, Shooter, Capcom, 0.31, 0.07, 0.17, 0.09, 0.64
856, XCOM: Enemy Unknown, X360, 2012, Strategy, Take-Two Interactive, 0.36, 0.0, 0.23, 0.05, 0.64
857, Rayman 3D, 3DS, 2011, Platform, Ubisoft, 0.23, 0.0, 0.35, 0.06, 0.64
858, LEGO Marvel's Avengers, PS4, 2016, Action, Warner Bros. Interactive Entertainment, 0.25, 0.0, 0.29, 0.1, 0.64
859, James Bond 007: Everything or Nothing, XB, 2004, Shooter, Electronic Arts, 0.43, 0.0, 0.19, 0.02, 0.64
860, X2: Wolverine's Revenge, PS2, 2003, Platform, Activision, 0.31, 0.0, 0.24, 0.08, 0.63
861, Stuntman: Ignition, X360, 2007, Racing, THQ, 0.25, 0.0, 0.32, 0.07, 0.64
862, NBA Live 06, XB, 2005, Sports, Electronic Arts, 0.57, 0.0, 0.04, 0.03, 0.6399999999999999
863, Dragon Age II, PC, 2011, Action, Electronic Arts, 0.23, 0.0, 0.33, 0.09, 0.65
864, LEGO Star Wars II: The Original Trilogy, X360, 2006, Action, LucasArts, 0.55, 0.0, 0.04, 0.05, 0.64
865, Tom Clancy's Rainbow Six, N64, 1999, Shooter, Red Storm Entertainment, 0.48, 0.0, 0.15, 0.01, 0.64
866, Castlevania, N64, 1999, Platform, Konami Digital Entertainment, 0.44, 0.04, 0.1, 0.05, 0.63
867, Rayman 2: The Great Escape, N64, 1999, Platform, Ubisoft, 0.4, 0.0, 0.22, 0.02, 0.64
868, Nicktoons Collection: Game Boy Advance Video Volume 1, GBA, 2004, Misc, N/A, 0.46, 0.0, 0.17, 0.01, 0.64
869, The Lord of the Rings: Conquest, X360, 2009, Action, Electronic Arts, 0.37, 0.0, 0.21, 0.06, 0.64
870, TimeSplitters 2, XB, 2002, Shooter, Eidos Interactive, 0.29, 0.0, 0.33, 0.01, 0.63
871, Onimusha: Dawn of Dreams, PS2, 2006, Action, Capcom, 0.15, 0.34, 0.12, 0.04, 0.65
872, NieR, PS3, 2010, Role-Playing, Square Enix, 0.17, 0.2, 0.2, 0.07, 0.64
873, The Princess and the Frog, DS, 2009, Platform, Disney Interactive Studios, 0.41, 0.0, 0.17, 0.06, 0.64
874, Sega Rally Revo, PS3, 2007, Racing, Sega, 0.07, 0.0, 0.43, 0.14, 0.6400000000000001
875, SpongeBob SquarePants: Game Boy Advance Video Volume 1, GBA, 2004, Misc, N/A, 0.46, 0.0, 0.17, 0.01, 0.64
876, Gravity Rush, PSV, 2012, Action, Sony Computer Entertainment, 0.26, 0.09, 0.2, 0.1, 0.65
877, Konami Collector's Series: Arcade Advanced, GBA, 2002, Misc, Konami Digital Entertainment, 0.46, 0.0, 0.17, 0.01, 0.64
878, White Knight Chronicles II, PS3, 2010, Role-Playing, Sony Computer Entertainment, 0.23, 0.27, 0.09, 0.05, 0.64
879, Wolfenstein, PS3, 2009, Shooter, Activision, 0.25, 0.0, 0.28, 0.11, 0.64
880, Jampack Volume 13 (RP-T), PS2, 2005, Misc, Sony Computer Entertainment, 0.31, 0.0, 0.24, 0.08, 0.63
881, LEGO Dimensions, PS4, 2015, Action, Warner Bros. Interactive Entertainment, 0.22, 0.0, 0.32, 0.1, 0.64
882, Start the Party!, PS3, 2010, Misc, Sony Computer Entertainment, 0.07, 0.0, 0.42, 0.14, 0.6300000000000001
883, Cruis'n World, N64, 1998, Racing, Nintendo, 0.59, 0.0, 0.04, 0.01, 0.64
884, Madden NFL 2001, N64, 2000, Sports, Electronic Arts, 0.6, 0.0, 0.03, 0.01, 0.64
885, NBA Live 08, PS3, 2007, Sports, Electronic Arts, 0.56, 0.01, 0.02, 0.05, 0.64
886, The Walking Dead: Survival Instinct, X360, 2013, Shooter, Activision, 0.46, 0.0, 0.12, 0.05, 0.63
887, Donkey Kong Barrel Blast, Wii, 2007, Racing, Nintendo, 0.2, 0.11, 0.26, 0.06, 0.63
888, Okami, Wii, 2008, Action, Capcom, 0.45, 0.04, 0.1, 0.05, 0.64
889, Lemony Snicket's A Series of Unfortunate Events, PS2, 2004, Platform, Activision, 0.31, 0.0, 0.24, 0.08, 0.63
890, Middle-Earth: Shadow of Mordor, PS3, 2014, Action, Warner Bros. Interactive Entertainment, 0.2, 0.01, 0.33, 0.1, 0.6400000000000001
891, Family Feud: 2010 Edition, Wii, 2009, Misc, Ubisoft, 0.59, 0.0, 0.0, 0.04, 0.63
892, Red Steel 2, Wii, 2010, Shooter, Ubisoft, 0.36, 0.01, 0.21, 0.06, 0.64
893, X-Men Legends II: Rise of Apocalypse, PS2, 2005, Role-Playing, Activision, 0.53, 0.0, 0.02, 0.09, 0.64
894, Nightmare Creatures, PS, 1997, Action, Sony Computer Entertainment, 0.35, 0.0, 0.24, 0.04, 0.6299999999999999
895, SingStar Queen, PS2, 2009, Misc, Sony Computer Entertainment, 0.08, 0.0, 0.12, 0.44, 0.64
896, Just Dance 2015, X360, 2014, Misc, Ubisoft, 0.41, 0.0, 0.16, 0.06, 0.63
897, F1 2013, PS3, 2013, Racing, Codemasters, 0.01, 0.03, 0.45, 0.15, 0.64
898, Juiced 2: Hot Import Nights, X360, 2007, Racing, THQ, 0.22, 0.0, 0.34, 0.07, 0.63
899, Tony Hawk's Pro Skater 2x, XB, 2001, Sports, Activision, 0.41, 0.0, 0.19, 0.03, 0.63
900, Sim Theme Park, PS, 1999, Strategy, Electronic Arts, 0.35, 0.0, 0.24, 0.04, 0.6299999999999999
901, FIFA Soccer 2003, XB, 2002, Sports, Electronic Arts, 0.2, 0.0, 0.4, 0.04, 0.64
902, Ghostbusters: The Video Game, X360, 2009, Action, Atari, 0.43, 0.0, 0.14, 0.06, 0.63
903, Monster Hunter 2, PS2, 0, Role-Playing, Capcom, 0.0, 0.63, 0.0, 0.0, 0.63
904, NASCAR 06: Total Team Control, PS2, 2005, Racing, Electronic Arts, 0.53, 0.0, 0.02, 0.09, 0.64
905, Tony Hawk's Project 8, PS3, 2006, Sports, Activision, 0.3, 0.01, 0.23, 0.1, 0.64
906, Dogz, GBA, 2004, Simulation, Ubisoft, 0.45, 0.0, 0.17, 0.01, 0.63
907, Disney Universe, PS3, 2011, Action, Disney Interactive Studios, 0.3, 0.0, 0.23, 0.09, 0.62
908, Guitar Hero: Metallica, PS3, 2009, Misc, Activision, 0.28, 0.0, 0.24, 0.1, 0.62
909, Iron Man, PSP, 2008, Action, Sega, 0.46, 0.0, 0.09, 0.09, 0.64
910, Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb, 3DS, 2012, Misc, Namco Bandai Games, 0.0, 0.63, 0.0, 0.0, 0.63
911, Harry Potter and the Half-Blood Prince, DS, 2009, Action, Electronic Arts, 0.21, 0.0, 0.35, 0.07, 0.63
912, A Bug's Life, N64, 1998, Platform, Activision, 0.49, 0.0, 0.13, 0.01, 0.63
913, Super Castlevania IV, SNES, 1991, Platform, Konami Digital Entertainment, 0.32, 0.25, 0.05, 0.01, 0.63
914, DJ Hero 2, Wii, 2010, Misc, Activision, 0.49, 0.0, 0.09, 0.04, 0.62
915, Angry Birds Trilogy, 3DS, 2012, Action, Activision, 0.38, 0.0, 0.2, 0.05, 0.63
